question,reference,prediction,bleu,rouge1,rouge2,rougeL
How to prevent Diabetic Neuropathies: The Nerve Damage of Diabetes ?,The best way to prevent neuropathy is to keep blood glucose levels as close to the normal range as possible. Maintaining safe blood glucose levels protects nerves throughout the body.,"People with diabetes can take steps now and in coming years to reduce their risk of developing nerve damage, including
                
- maintaining blood glucose levels as close to normal as possible  - keeping cholesterol at healthy targets through diet or medications if needed  - controlling high blood pressure  - quitting smoking  - exercising regularly
                
By taking these actions today, people may delay onset by several years, reducing long-term disability caused by diabetic neuropathy.
                
The best way to avoid problems related to foot injury is to keep your feet clean and dry every day and see your health care provider annually for an exam that includes checking both feet. People who have already developed some symptoms should wear socks made either out of cotton alone or wool blended with synthetic fibers such as nylon because they wick",0.06428834475850474,0.2469135802469136,0.1375,0.14814814814814814
Is juvenile Batten disease inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","This condition is usually inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene but do not show signs and symptoms of the disorder.  In rare cases, people who inherit two altered genes develop features associated with this type of neuronal ceroid lipofuscinosis before birth or during infancy rather than later childhood as seen in most individuals affected by CLN2-related Batten disease. These infants may survive only into their teens due to complications such as seizures that occur early in life. This form has been described primarily among families from Finland; it appears also occurs more frequently there compared with other populations around",0.3348614292144814,0.5303867403314918,0.5027932960893854,0.5303867403314918
What are the symptoms of Reducing body myopathy ?,"What are the signs and symptoms of Reducing body myopathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Reducing body myopathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Dilated cardiomyopathy 5% Areflexia - Elevated serum creatine phosphokinase - Flexion contracture - Frequent falls - Hyperlordosis - Hyporeflexia - Increased variability in muscle fiber diameter - Kyphosis - Proximal muscle weakness - Rapidly progressive - Respiratory insufficiency due to muscle weakness - Scoliosis - Short neck - Spinal rigidity - X-linked dominant inheritance - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of reducing body myopathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Reducing body myopathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Myalgia - Muscle weakness - Pes cavus - Skeletal muscle atrophy - Sporadic - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease",0.2238588304099736,0.5483028720626631,0.5249343832020997,0.5430809399477807
What is (are) Schimke immunoosseous dysplasia ?,"Schimke immunoosseous dysplasia (SIOD) is a condition characterized by short stature, kidney disease, and a weakened immune system.   Growth failure is often the first sign of this condition.  Other features are usually detected in the evaluation for growth failure or in the following years.  The severity of SIOD ranges from an infantile or severe early-onset form to a juvenile or milder late-onset form.  Complications of the severe form of SIOD can include strokes, severe opportunistic infections, bone marrow failure, and kidney failure that can be life-threatening early in life. People with milder disease have survived to adulthood if their kidney disease is managed. This condition is inherited in an autosomal recessive pattern.  Mutations in the SMARCAL1 gene increase the risk to develop Schimke immunoosseous dysplasia.  However, in order for people with SMARCAL1 gene mutations to develop symptoms of Schimke immunoosseous dysplasia, other currently unknown genetic or environmental factors must also be present.","Schimke immunoosseous dysplasia, also known as SIO syndrome or OMIM 260650, is an inherited condition that mainly affects bones and immune system function in people with this disorder. Signs and symptoms vary widely among affected individuals but typically include short stature; abnormal bone development leading to joint deformities such as bowed legs, clubfeet, knock knees, fused spinal vertebrae, wide hips, shortened arms relative to height, weak wrists/knuckles, unusual flatness at certain joints called platyspondyly, osteoporosis resulting in frequent fractures especially during childhood, delayed puberty caused by hypogonadism, underdeveloped sex organs causing infertility, recurrent infections due to impaired white blood cell production, skin problems including hair loss, catar",0.025859403325763444,0.23574144486692014,0.038314176245210725,0.11406844106463879
What is (are) desmosterolosis ?,"Desmosterolosis is a condition that is characterized by neurological problems, such as brain abnormalities and developmental delay, and can also include other signs and symptoms.  Children with desmosterolosis have delayed speech and motor skills (such as sitting and walking). Later in childhood, some affected individuals are able to walk with support; verbal communication is often limited to a few words or phrases. Common brain abnormalities in desmosterolosis include malformation of the tissue that connects the left and right halves of the brain (the corpus callosum) and loss of white matter, which consists of nerve fibers covered by a fatty substance called myelin.  People with desmosterolosis commonly have muscle stiffness (spasticity) and stiff, rigid joints (arthrogryposis) affecting their hands and feet. Other features seen in some affected individuals include short stature, abnormal head size (either larger or smaller than normal), a small lower jaw (micrognathia), an opening in the roof of the mouth (cleft palate), involuntary eye movements (nystagmus) or eyes that do not look in the same direction (strabismus), heart defects, and seizures.","Desmosterolosis affects bone growth and development, causing delayed skeletal maturation in affected individuals that results in short stature with reduced long bones such as those in arms or legs called rhizomelia; abnormal thumb positioning known as clinodactyly; and bowing of some other limb bones resulting from weakened areas caused by defective mineralization. Additional features may include mild intellectual disability, hearing loss due to malformations involving structures within ears, an unusually large head size referred to as macrocephaly, distinctive facial characteristics including prominent cheeks covered only partially by upper lip, high-arched palate, widely spaced eyes, thin eyebrows over wide-set dark irises, down-slanting palpebral fissures above narrow nostrils, increased curvature of outer edge",0.0050647267978722,0.2787456445993031,0.028070175438596492,0.1254355400696864
Is MTHFR gene mutation inherited ?,"How is a MTHFR gene mutation inherited? Because each person has two copies of the MTHFR gene, people can inherit one copy of the MTHFR mutation or two copies (one from each parent). People who inherit two copies of a common MTHFR gene mutation (for example two C677T mutations or a C677T mutation and a A1298C mutation) may have an increased risk for certain conditions such as coronary artery disease, blood clots, and stroke when compared to those without the mutations and elevated homocystine levels. Coronary artery disease, blood clots, and stroke are all complex conditions and are caused by a combination of many genetic and environmental factors. Some rare MTHFR gene mutations can lead to homocystinuria, which is inherited in an autosomal recessive manner. Visit our ""Homocystinuria due to MTHFR deficiency"" webpage.","How is an MTHFR gene mutation passed through generations? The genetic changes that cause homocystinuria can be classified as either autosomal dominant or autosomal recessive depending upon which genes have mutations and how they interact with each other in various populations around the world.
                
- Autosomal Recessive Homocystinuria: This type usually occurs when two people who both carry one copy of an altered CUBN, CBS, PTEN, FOLH1, MTRR, GCH1, QDPR, DHCR7, BHMT, COMT, MMADHC2A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R/S/T/V/W/Y/Z/ALDH",0.015651858669472312,0.2782608695652174,0.07017543859649122,0.1391304347826087
What are the treatments for Andermann syndrome ?,These resources address the diagnosis or management of Andermann syndrome:  - Gene Review: Gene Review: Hereditary Motor and Sensory Neuropathy with Agenesis of the Corpus Callosum  - Genetic Testing Registry: Andermann syndrome   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,"These resources address the diagnosis or management of Andermann syndrome:  - Gene Review: Gene Review: L1 Syndrome, X-Linked Recombination Activation Repair Deficiency Syndromes   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",0.7045656201974958,0.7809523809523811,0.7572815533980584,0.7809523809523811
What are the treatments for Alternating Hemiplegia ?,Drug therapy including verapamil may help to reduce the severity and duration of attacks of paralysis associated with the more serious form of alternating hemiplegia,"Treatment is symptomatic and supportive, with anticonvulsants such as carbamazepine or valproate being prescribed in some cases. The goal should be an adequate level of consciousness during seizures so that normal development can continue. Many patients benefit greatly from early behavioral therapy which has been shown effective at reducing frequency and severity of attacks.",0.00941475678741239,0.2278481012658228,0.025974025974025972,0.12658227848101264
How many people are affected by factor X deficiency ?,Factor X deficiency occurs in approximately 1 per million individuals worldwide.,"The prevalence of FX deficiency is unknown, but it appears to be rare; its incidence may have been overestimated because individuals with mild forms often do not develop bleeding symptoms and therefore go undiagnosed.  Factor X deficiency affects an estimated one in every million newborns worldwide. The condition occurs more frequently among Ashkenazi Jewish populations than other groups: approximately 1 per 2000 males in Israel or about once each year in Jerusalem hospitals.",0.024018108846615958,0.2619047619047619,0.09756097560975609,0.16666666666666663
How many people are affected by infantile systemic hyalinosis ?,The prevalence of infantile systemic hyalinosis is unknown. Fewer than 20 people with this disorder have been reported.,"Infantile systemic hyalinosis is very rare; fewer than 100 cases have been reported in the scientific literature. Only about half as many females appear to be diagnosed with this condition, possibly because it occurs more often during pregnancy and therefore may not always become apparent until later in life when symptoms worsen.",0.07599442723904345,0.3428571428571429,0.20588235294117646,0.2571428571428571
"What are the symptoms of Microcephaly, holoprosencephaly, and intrauterine growth retardation ?","What are the signs and symptoms of Microcephaly, holoprosencephaly, and intrauterine growth retardation? The Human Phenotype Ontology provides the following list of signs and symptoms for Microcephaly, holoprosencephaly, and intrauterine growth retardation. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Anterior segment dysgenesis - Atresia of the external auditory canal - Autosomal recessive inheritance - Convex nasal ridge - Hypertelorism - Intrauterine growth retardation - Macrotia - Microcephaly - Narrow mouth - Retrognathia - Semilobar holoprosencephaly - Strabismus - Telecanthus - Ventricular septal defect - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What signs and symptoms may be associated with microcephaly, holoprosencephaly, and IUGR? The Human Phenotype Ontology provides the following list of signs and symptoms for this condition. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of facial morphology 90% Cognitive impairment 50% Seizures 7.5% Intrauterine growth restriction - Mental retardation - Polysyndactyly - Preaxial hand polydactyly - Postaxial foot polyd",0.11160198157205402,0.4078212290502793,0.3539325842696629,0.38547486033519557
"Is congenital deafness with labyrinthine aplasia, microtia, and microdontia inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","This condition is typically not inherited but occurs as an isolated feature in people who have no family history of hearing loss or other abnormalities affecting multiple body systems; this situation is known as non-syndromic deafness.  When familial, which means affected individuals have at least one close relative also diagnosed with the disorder, it appears that some cases result from new mutations occurring during development before birth rather than being passed down through generations within families. In these situations, the parents do not appear to carry any genetic changes associated with the features of LALMM syndrome because they likely never develop signs and symptoms themselves. This scenario results when both copies of gene X-linked recessive inheritance) or autosomal dominant conditions cause cells without functional versions of the responsible genes to die",0.026490479923536408,0.43478260869565216,0.10989010989010989,0.2065217391304348
What causes Proud syndrome ?,"What causes Proud syndrome? Proud syndrome is caused by changes (mutations) in the ARX gene, which encodes a protein that regulates the activity of other genes. This protein is especially important during early embryonic development since it is thought to be involved in the formation of many different body structures such as the pancreas, testes, brain, and muscles used for movement (skeletal muscles). For example, the protein helps regulate the process by which cells mature to carry out specific functions (differentiation) within the pancreas, testes, and muscles. In the developing brain, it plays many different roles such as assisting with the movement of neurons to their final locations. Specific changes in the ARX gene impair the function of the protein, which may disrupt the normal development of many different parts of the body. This can lead to the many signs and symptoms associated with Proud syndrome.","What is known about what caused Proud syndrome? The cause of Proud syndrome remains unknown, however researchers suspect that it may be associated with changes in chromosome 7q21 or gene X-linked intellectual disability which has been shown to have an association with this condition. Additionally some studies suggest there might also be involvement of other genes and/or factors including mitochondrial DNA deletions; environmental influences such as maternal infections during pregnancy; and rare genetic variants found only in affected individuals. As scientists continue their research they hope to learn more about why people develop these features and how we can prevent them when possible.",0.015386742240245402,0.3107569721115538,0.08032128514056225,0.1752988047808765
What are the genetic changes related to mucopolysaccharidosis type VI ?,"Mutations in the ARSB gene cause MPS VI. The ARSB gene provides instructions for producing an enzyme called arylsulfatase B, which is involved in the breakdown of large sugar molecules called glycosaminoglycans (GAGs). GAGs were originally called mucopolysaccharides, which is where this condition gets its name. Mutations in the ARSB gene reduce or completely eliminate the function of arylsulfatase B. The lack of arylsulfatase B activity leads to the accumulation of GAGs within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions such as MPS VI that cause molecules to build up inside the lysosomes are called lysosomal storage disorders. The accumulation of GAGs within lysosomes increases the size of the cells, which is why many tissues and organs are enlarged in this disorder. Researchers believe that the buildup of GAGs may also interfere with the functions of other proteins inside lysosomes, triggering inflammation and cell death.","Mutations in the NAGLU gene cause MPSVI, which is inherited in an autosomal recessive pattern. The protein produced from this gene breaks down into smaller units called oligosaccharides that contain fewer sugar molecules than large polysaccharides such as heparan sulfate and keratan sulfate. Oligosaccharides consisting mainly of alternating glucose and galactose sugars play important roles within cells by helping them grow normally or respond appropriately when stimulated during development; they also regulate other proteins involved with cell growth at specific times before birth.  Mutations involving insertion or deletion of DNA building blocks result in either too little enzyme activity or no functional enzyme because there are not enough normal enzymes available to break down oligosaccharides. As a consequence",0.017148984856979094,0.3043478260869565,0.05839416058394161,0.15942028985507245
What is (are) Heart Failure ?,"In heart failure, the heart cannot pump enough blood through the body. Heart failure develops over time as the pumping action of the heart gets weaker. Heart failure does not mean that the heart has stopped working or is about to stop working. When the heart is weakened by heart failure, blood and fluid can back up into the lungs and fluid builds up in the feet, ankles, and legs. People with heart failure often experience tiredness and shortness of breath.","Heart failure happens when your heart cannot pump enough blood and oxygen to meet your body's needs.
                
Your two ventricles work together like pumps, pushing out about 2 liters or less than half gallon per minute into circulation with each heartbeat. If either ventricle doesn't function well - if it can't fill up completely before pumping its output; not emptying fully after pumping that fluid -- then you can develop heart failure in one side only or both sides at once.
                
Sometimes people have heart problems but don't get symptoms right away. They may even feel better temporarily because they receive treatment early: medicines or devices such as pacemakers help their hearts beat more regularly and stronger.
                
Eventually these treatments won't be able to keep pace with worsening damage inside the heart chambers",0.055011269435666706,0.31336405529953915,0.07441860465116279,0.16589861751152074
What is (are) Breast Diseases ?,"Most women experience breast changes at some time. Your age, hormone levels, and medicines you take may cause lumps, bumps, and discharges (fluids that are not breast milk).    If you have a breast lump, pain, discharge or skin irritation, see your health care provider. Minor and serious breast problems have similar symptoms. Although many women fear cancer, most breast problems are not cancer.    Some common breast changes are       - Fibrocystic breast changes - lumpiness, thickening and swelling, often just before a woman's period    - Cysts - fluid-filled lumps    - Fibroadenomas - solid, round, rubbery lumps that move easily when pushed, occurring most in younger women    - Intraductal papillomas - growths similar to warts near the nipple    - Blocked milk ducts    - Milk production when a woman is not breastfeeding       NIH: National Cancer Institute","Your breasts contain both milk glands and fatty tissue, which means they can develop many types of problems or diseases. One common problem that happens in your breast after menopause is called gynecomastia. It occurs when there isn't enough estrogen produced by an ovaries but testosterone levels remain high. Gynecomastia affects one out of every three men between 18 months and 40 years old at some point during their lives. The disorder usually disappears without treatment as puberty ends. However, it may last longer if you have too much fat stored around your chest area.    If you're worried about any symptoms related to health issues with either male or female sex organs, see a doctor right away. It's important not only because early diagnosis improves outcomes; it's also essential",0.016142438094479093,0.2558139534883721,0.023437500000000003,0.10077519379844961
What are the treatments for Pulmonary arterial hypertension ?,"How might pulmonary arterial hypertension be treated? People with pulmonary arterial hypertension (PAH) benefit from receiving treatment at specialized centers. The Pulmonary Hypertension Association offers a Find a Doctor tool which may aid you in locating your nearest center. Treatment of serious or life threatening PAH may involve continuous IV epoprostenol. Other treatment options, include treprostinil, iloprost, bosentan, ambrisentan, sildenafil, and tadalafil. Many of these treatments can be administered in various forms, such as by shot, IV, or inhalation. A small number of people with PAH respond well to long term oral calcium channel blockers. Blood thinners, diuretics, and supplemental oxygen may be prescribed as needed. Many drugs can be harmful to people with PAH. The following should be avoided: appetite suppressants, cocaine, amphetamines (and related compounds), low oxygen environments (such as high altitudes), and possibly estrogen compounds (oral contraceptives and hormone replacement therapy).","How might pulmonary arterial hypertension be treated? There is currently no cure or effective treatment available that can reverse PAH and restore normal lung function, but many people with this condition have been able to improve their symptoms through medications called vasodilators which increase blood flow in certain arteries by relaxing muscles within those vessels so they open more widely allowing easier passage of red blood cells carrying oxygen around our bodies. Other individuals may require surgery such as atrial septostomy performed when other therapies do not help control high pressures inside the heart chambers caused by elevated pressure in one particular artery; valve replacement therapy involving replacing diseased valves used to treat regurgitation associated with some types of congenital heart defects affecting right side functioning of the heart; transplantation therapy including both mechanical assist devices",0.05873143034302965,0.28571428571428575,0.0647482014388489,0.15714285714285717
What causes Hallermann-Streiff syndrome ?,"What causes Hallermann-Streiff syndrome? The genetic cause of Hallerman-Streiff syndrome has not been identified. It reportedly typically occurs randomly for unknown reasons (sporadically), most likely due to a new spontaneous (de novo) mutation in the affected individual.","What causes Hallermann-Streiff syndrome? The cause of HSts is currently unknown and no specific gene has been identified as responsible for this condition. It appears that both genetic factors, such as mutations in one or more genes inherited within families; environmental exposures during pregnancy which can damage developing tissues before birth; immune disorders may also play role in causing it. In most cases, there is an absence of other clinical features associated with the disease suggesting that some patients have isolated ocular adnexal anomalies while others might be involved in another systemic disorder. Because we know little about its pathophysiology, treatment options remain limited to supportive care, particularly if vision-threatening complications occur.",0.05579760894759067,0.2745098039215686,0.10596026490066225,0.196078431372549
"What are the genetic changes related to platyspondylic lethal skeletal dysplasia, Torrance type ?","Platyspondylic lethal skeletal dysplasia, Torrance type is one of a spectrum of skeletal disorders caused by mutations in the COL2A1 gene. This gene provides instructions for making a protein that forms type II collagen. This type of collagen is found mostly in the clear gel that fills the eyeball (the vitreous) and in cartilage. Cartilage is a tough, flexible tissue that makes up much of the skeleton during early development. Most cartilage is later converted to bone, except for the cartilage that continues to cover and protect the ends of bones and is present in the nose and external ears. Type II collagen is essential for the normal development of bones and other connective tissues that form the body's supportive framework.  All of the COL2A1 mutations that have been found to cause platyspondylic lethal skeletal dysplasia, Torrance type occur in a region of the protein called the C-propeptide domain. These mutations interfere with the assembly of type II collagen molecules, reducing the amount of this type of collagen in the body. Instead of forming collagen molecules, the abnormal COL2A1 protein builds up in cartilage cells (chondrocytes). These changes disrupt the normal development of bones and other connective tissues, leading to the skeletal abnormalities characteristic of platyspondylic lethal skeletal dysplasia, Torrance type.","Platyspondylic lethal skeletal dysplasia with short trunk and long limbs is caused by mutations in the ZASP gene that result in an abnormally small amount or absence of protein produced within cells throughout the body.  The function of most proteins has not been determined; however, researchers believe that this particular protein plays roles during embryonic development before birth when many organs form through cell division, movement into new positions, growth until they reach their mature size, specialization (differentiation) so each specialized tissue can perform its specific functions efficiently, death after differentiation (apoptosis), and remodeling as necessary between these processes. Mutations resulting in loss of functional ZASPlikeprotein may interfere with some aspect(s) of normal bone formation leading to",0.03635334168650386,0.2779456193353474,0.060790273556231005,0.1812688821752266
What is the outlook for Endometrial Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options.The prognosis (chance of recovery) and treatment options depend on the following:          - The stage of the cancer (whether it is in the endometrium only, involves the uterus wall, or has spread to other places in the body).    - How the cancer cells look under a microscope.     - Whether the cancer cells are affected by progesterone.         Endometrial cancer can usually be cured because it is usually diagnosed early.","Certain factors affect prognosis (chance of recovery) and treatment options.The patient's general health, age, how advanced or stage cancer is when it is diagnosed, whether there has been spread of tumor cells through lymph vessels into nearby tissues or organs, where in the pelvis endometrial cancer started, as well as other things like what signs and symptoms were present at diagnosis will all be considered by doctors when deciding which treatments may work best. Prognosis also depends upon: -  The type of surgery performed.   - Whether chemotherapy was given before radiation therapy.  - What kind of hormone treatment patients received after they had their ovaries removed.  - How large the tumors grew during follow-up exams after initial treatment.  - Whether disease recurred in any part",0.13451110019455625,0.41414141414141414,0.1326530612244898,0.22222222222222224
What are the treatments for Normal Pressure Hydrocephalus ?,Treatment for NPH involves surgical placement of a shunt in the brain to drain excess CSF into the abdomen where it can be absorbed as part of the normal circulatory process. This allows the brain ventricles to return to their normal size. Regular follow-up care by a physician is important in order to identify subtle changes that might indicate problems with the shunt.,"There is no cure or treatment that can reverse hydrocephalus, but it may be possible to slow its progression and alleviate symptoms in some people by using ventricular shunt systems. These devices redirect cerebrospinal fluid flow around blockages within the brain so they do not build up.
                
More than half of individuals with NPH who receive ventriculoperitoneal shunts will experience symptomatic improvement, including walking more normally, reducing urinary urgency, clearing confusion, improving personality changes, and increasing bladder control. The majority also show improvements in their ability to concentrate, remember things clearly, communicate effectively, walk without falling, sit comfortably, move quickly when necessary, see well, eat properly, sleep through the night, have bowel movements regularly, drink adequately during",0.00520409877980511,0.2651933701657459,0.011173184357541898,0.11049723756906078
How many people are affected by spinocerebellar ataxia type 2 ?,"The prevalence of SCA2 is unknown. This condition is estimated to be one of the most common types of spinocerebellar ataxia; however, all types of spinocerebellar ataxia are relatively rare. SCA2 is more common in Cuba, particularly in the Holgun province, where approximately 40 per 100,000 individuals are affected.","Spinocerebellar ataxia type 2 is estimated to occur in about one per million individuals worldwide; however, this condition may be underdiagnosed because some cases never come into clinical awareness and others go unreported due to misclassification as another form of hereditary cerebellar degeneration or neurodegeneration with brain iron accumulation. This disorder appears most common among populations descended from Japanese immigrants living near Hiroshima who were exposed to atomic radiation during World War II. It also has been found more frequently than expected within families of Finnish descent, particularly those that have immigrated recently to Finland. In other ethnic groups, including Americans of European ancestry, it occurs less often but still shows an increased prevalence compared with the general population. The exact underlying cause remains unknown",0.02079242790539246,0.29714285714285715,0.05780346820809249,0.1257142857142857
What are the symptoms of Infundibulopelvic dysgenesis ?,"What are the signs and symptoms of Infundibulopelvic dysgenesis? The Human Phenotype Ontology provides the following list of signs and symptoms for Infundibulopelvic dysgenesis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Multicystic kidney dysplasia 90% Abdominal pain - Autosomal dominant inheritance - Microscopic hematuria - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of infundibulopelvic dysgenesis? The Human Phenotype Ontology provides the following list of signs and symptoms for Infundibulopelvic dysgenesis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of genital development 90% Congenital adrenal hyperplasia - Endocrine diabetes mellitus - Male pseudohermaphroditism - Polycystic ovaries - Renal agenesis - Uterus didelphys - The Human Phen",0.1676489510479124,0.4478527607361964,0.425925925925926,0.44171779141104295
What are the symptoms of Van Buchem disease type 2 ?,"What are the signs and symptoms of Van Buchem disease type 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Van Buchem disease type 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Mandibular prognathia - Thickened calvaria - Thickened cortex of long bones - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Van Buchem disease type 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Van Buchem disease type 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of metabolism/homeostasis - Autosomal recessive inheritance - Bronchiectasis - Cysts within bone marrow - Facial edema - Hyperkeratosis - Osteolysis - Proximal muscle weakness - Subcutaneous emphysema - Thickened endosteum - Type II hypersensitivity",0.1929172573895424,0.4664723032069971,0.4340175953079179,0.45481049562682213
What are the treatments for Coronary Microvascular Disease ?,"Relieving pain is one of the main goals of treating coronary microvascular disease (MVD). Treatments also are used to control risk factors and other symptoms. Treatments may include medicines, such as:
                
ACE inhibitors and beta blockers to lower blood pressure and decrease the hearts workload
                
Aspirin to help prevent blood clots or control inflammation
                
Nitroglycerin to relax blood vessels, improve blood flow to the heart muscle, and treat chest pain
                
Statin medicines to control or lower your blood cholesterol.
                
Take all medicines regularly, as your doctor prescribes. Dont change the amount of your medicine or skip a dose unless your doctor tells you to.
                
If youre diagnosed with coronary MVD and also haveanemia, you may benefit from treatment for that condition. Anemia is thought to slow the growth of cells needed to repair damaged blood vessels.
                
If youre diagnosed with and treated for coronary MVD, you should get ongoing care from your doctor. Research is under way to find the best treatments for coronary MVD.","If coronary microvascular disease causes chest pain or angina, treatment includes treating any underlying conditions and making lifestyle changes that may help reduce symptoms such as smoking cessation; maintaining healthy weight through diet and exercise; following an eating plan recommended by health care providers if needed; limiting alcohol use; learning how to manage stress effectively; getting enough rest each day; taking medications when prescribed.
                
Treatment also can include certain medicines to relieve heartburn or acid reflux problems caused by coronoar microvasculardisease.
                
In some cases, doctors recommend angioplastywith or without stentingand/or percutaneous transluminal coronary angioplasty with athrombolytic therapy. Doctors typically perform these procedures only in people who have severe blockagesthat is, those causing serious",0.010487122151721243,0.28673835125448033,0.04332129963898917,0.13620071684587814
